URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,58,93,-0.2317880779351783,0.14660194160524082,20.5,15.718157181571815,14.487262872628726,20.5,290,1030,2803,0,5.33550135501355
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,48,54,-0.05882352883506344,0.15863141499435238,20.275862068965516,19.387755102040817,15.865446868402536,20.275862068965516,228,643,1852,9,5.575680272108843
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,41,56,-0.15463917366351368,0.14391691373306095,16.0,15.542763157894738,12.617105263157896,16.0,189,673,1732,6,5.173519736842105
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,64,59,0.04065040617357393,0.16872427960394476,31.75,12.356147789218655,17.642459115687462,31.75,204,729,2173,16,4.907934585099939
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,74,63,0.08029197021684693,0.15427927910554134,20.024390243902438,15.77344701583435,14.319134903894716,20.024390243902438,259,887,2381,9,5.236906211936662
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,35,11,0.5217391190926278,0.1586206891082045,22.130434782608695,20.43222003929273,17.02506192876057,22.130434782608695,104,290,823,0,5.5599214145383105
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,76,68,0.05555555516975309,0.17910447738917354,179.0,11.675977653631286,76.27039106145251,179.0,209,804,2416,14,4.854748603351955
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,33,21,0.22222221810699597,0.1339950368883498,16.391304347826086,18.037135278514587,13.771375850536272,16.391304347826086,136,403,1127,0,5.228116710875332
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,29,39,-0.14705882136678206,0.16873449089644046,17.170731707317074,20.59659090909091,15.106929046563193,17.170731707317074,145,403,1127,0,5.619318181818182
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,6,10,-0.24999998437500096,0.17777777580246917,22.875,18.579234972677597,16.581693989071038,22.875,34,90,265,2,5.524590163934426
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,8.0,0.0,3.2,8.0,0,6,11,0,5.25
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,45,95,-0.35714285459183676,0.19337016547877048,24.625,13.995649021029733,15.448259608411895,24.625,193,724,1850,2,5.218274111675127
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,23,39,-0.25806451196670144,0.16756756711468226,25.03448275862069,15.289256198347106,16.12949558278712,25.03448275862069,111,370,1024,3,5.088154269972452
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,38,49,-0.12643678015589907,0.09841628948142954,19.556701030927837,14.074855034264628,13.452622426076985,19.556701030927837,267,884,2598,10,4.990511333684766
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,57,22,0.4430379690754688,0.2337278099593852,16.894736842105264,16.978193146417446,13.549171995409086,16.894736842105264,109,337,960,4,5.383177570093458
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,11,19,-0.26666665777777804,0.14851485074992649,23.3125,16.0857908847185,15.7593163538874,23.3125,60,202,543,0,5.1876675603217155
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,36,36,0.0,0.17142857102040818,23.794117647058822,11.990111248454882,14.313691558205484,23.794117647058822,97,420,1115,4,4.943139678615575
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,21,24,-0.06666666518518523,0.1672862447312779,24.157894736842106,20.043572984749456,17.680587088636624,24.157894736842106,92,269,761,1,5.568627450980392
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20,23,-0.06976744023796651,0.24293785173481441,13.607142857142858,13.910761154855644,11.007161604799402,13.607142857142858,53,177,567,0,5.3412073490813645
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,8,15,-0.3043478128544429,0.2555555527160494,14.090909090909092,21.935483870967744,14.410557184750736,14.090909090909092,34,90,264,2,5.670967741935484
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,30,57,-0.310344824019025,0.21641790990940818,14.12280701754386,11.428571428571429,10.220551378446116,14.12280701754386,92,402,1112,16,4.901863354037267
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12,15,-0.11111110699588492,0.27551020127030407,18.2,10.43956043956044,11.455824175824176,18.2,19,98,255,1,5.049450549450549
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,40,42,-0.02439024360499703,0.21079691462520073,23.344827586206897,19.202363367799112,17.018876381602407,23.344827586206897,130,388,1097,0,5.771048744460857
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,12,-0.3333333148148158,0.24657533908800905,26.0,8.974358974358974,13.989743589743592,26.0,14,72,184,4,4.756410256410256
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,17,43,-0.43333332611111125,0.3571428550170068,16.782608695652176,12.435233160621761,11.687136742509574,16.782608695652176,48,168,529,6,4.709844559585492
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,46,93,-0.3381294939702914,0.15125136000951975,22.92,18.61547411285631,16.614189645142527,22.92,320,919,2605,15,5.49738219895288
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,46,58,-0.11538461427514794,0.12983770270931622,25.705882352941178,11.270022883295194,14.790362094494549,25.705882352941178,197,800,2304,19,4.8180778032036615
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,52,79,-0.20610686865567276,0.17079530616584707,17.670731707317074,12.284334023464458,11.982026292312614,17.670731707317074,178,767,1931,15,5.022774327122153
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,39,28,0.1641791020271776,0.17914438454774229,13.935483870967742,12.962962962962962,10.759378733572284,13.935483870967742,112,374,1102,1,4.636574074074074
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,48,43,0.05494505434126314,0.15371621595656046,23.114754098360656,11.27659574468085,13.756539937216605,23.114754098360656,159,592,1784,4,4.692198581560284
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,31,21,0.19230768860946754,0.23853210899755914,29.4375,15.498938428874734,17.974575371549896,29.4375,73,218,659,8,4.785562632696391
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,55,67,-0.09836065493147005,0.14120370354027348,22.65714285714286,16.834804539722573,15.796778958746172,22.65714285714286,267,864,2387,7,5.287515762925599
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,39,95,-0.41791044464245936,0.2932166295553247,13.35135135135135,11.740890688259109,10.036896815844186,13.35135135135135,116,457,1347,6,4.915991902834008
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,35,42,-0.09090908972845338,0.1475095782614759,14.552631578947368,9.041591320072333,9.437689159607881,14.552631578947368,100,522,1393,5,4.736889692585895
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,29,44,-0.20547944924000755,0.1332116785890298,25.4,10.531496062992126,14.37259842519685,25.4,107,548,1280,0,4.94488188976378
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,34,56,-0.2444444417283951,0.156794424813947,18.964912280701753,17.483811285846436,14.579489426619276,18.964912280701753,189,573,1624,8,5.398704902867715
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,39,107,-0.4657534214674423,0.3093220332429618,14.267605633802816,11.94471865745311,10.484929716502371,14.267605633802816,121,471,1387,7,4.939782823297137
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,31,38,-0.10144927389203952,0.20783132467520685,22.066666666666666,15.55891238670695,15.050231621349447,22.066666666666666,103,332,881,5,5.045317220543807
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,11,24,-0.37142856081632686,0.2317880779351783,27.09090909090909,13.758389261744966,16.339719341061624,27.09090909090909,41,151,417,0,4.993288590604027
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,25,56,-0.3827160446578266,0.20149253681220763,29.12,15.934065934065933,18.021626373626372,29.12,116,402,1089,0,5.46978021978022
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,34,73,-0.3644859779020002,0.17202572319610013,20.31578947368421,15.284974093264248,14.240305426779384,20.31578947368421,177,621,1689,5,5.474093264248705
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,35,50,-0.17647058615916958,0.03761061945238468,14.682203389830509,12.034632034632034,10.68673416978502,14.682203389830509,417,2091,4226,0,5.006060606060606
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,55,97,-0.2763157876558172,0.17351598153708223,20.726190476190474,13.325674899483056,13.620746150269412,20.726190476190474,232,876,2381,5,5.083285468121769
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,46,98,-0.36111110860339507,0.16802800447137922,24.19672131147541,19.444444444444446,17.456466302367943,24.19672131147541,287,857,2298,0,5.638211382113822
91,https://insights.blackcoffer.com/human-rights-outlook/,8,15,-0.3043478128544429,0.2948717910913873,17.666666666666668,13.836477987421384,12.601257861635222,17.666666666666668,22,78,221,2,4.968553459119497
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,42,29,0.18309858897044243,0.13867187472915649,19.918367346938776,11.68032786885246,12.639478086316496,19.918367346938776,114,512,1318,1,5.081967213114754
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,44,80,-0.29032257830385017,0.16209150305608955,15.016528925619834,13.758943313153548,11.510188895509353,15.016528925619834,250,765,2309,5,5.019812878370941
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,66,50,0.137931033293698,0.13287514303221634,18.555555555555557,14.790419161676645,13.338389886892882,18.555555555555557,247,872,2369,5,5.126946107784431
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,34,68,-0.33333333006535953,0.18021201381587984,22.5531914893617,13.30188679245283,14.342031312725812,22.5531914893617,141,566,1455,2,5.122641509433962
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,31,69,-0.3799999962,0.1019367990805945,29.56896551724138,16.034985422740526,18.241580375992765,29.56896551724138,275,979,2421,1,5.367930029154519
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,32,74,-0.3962264113563546,0.2132796776392763,21.40909090909091,13.588110403397028,13.998880524995176,21.40909090909091,128,497,1335,3,5.24203821656051
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,48,75,-0.21951219333729924,0.21206896515160523,16.805555555555557,12.644628099173556,11.780073461891647,16.805555555555557,153,580,1635,37,4.9363636363636365
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,36,52,-0.18181817975206616,0.16603773553577786,29.783783783783782,15.245009074410163,18.01151714327758,29.783783783783782,168,530,1568,11,5.035390199637024
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,47,82,-0.27131782735412535,0.16165413513577176,26.408163265306122,15.533230293663062,16.776557423587672,26.408163265306122,201,796,1887,3,5.37017001545595
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,8,14,-0.27272726033057904,0.247191008458528,18.5,11.351351351351353,11.940540540540542,18.5,21,89,245,2,4.7405405405405405
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,51,95,-0.3013698609495215,0.2556917683788235,18.661016949152543,10.80835603996367,11.787749195646485,18.661016949152543,119,569,1397,13,4.9137148047229795
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,20,57,-0.4805194742789679,0.218130310996798,17.0,14.54248366013072,12.616993464052289,17.0,89,347,863,3,5.357843137254902
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,36,81,-0.38461538132807366,0.19338842943241583,23.333333333333332,17.410714285714285,16.297619047619047,23.333333333333332,195,605,1599,2,5.366964285714285
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,31,53,-0.2619047587868481,0.17427385855959782,28.42105263157895,10.0,15.368421052631579,28.42105263157895,108,482,1378,5,4.815740740740741
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,4,5,-0.11111109876543349,0.09473684110803325,30.2,16.55629139072848,18.702516556291393,30.2,25,94,225,0,5.483443708609271
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,19,23,-0.0952380929705216,0.12727272688705235,19.09375,9.983633387888707,11.630953355155484,19.09375,61,330,811,4,4.833060556464812
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,55,96,-0.2715231770097803,0.2653778554211286,31.666666666666668,14.928229665071772,18.637958532695375,31.666666666666668,156,569,1496,1,5.4200956937799045
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,38,49,-0.12643678015589907,0.29096989869240836,23.612903225806452,6.967213114754098,12.232046536224221,23.612903225806452,51,290,850,39,4.2896174863387975
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,13,68,-0.679012337296144,0.13775510180653894,21.625,14.64354527938343,14.507418111753374,21.625,152,588,1417,0,5.342003853564547
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,24,61,-0.4352941125259516,0.1713709673964295,19.557692307692307,14.257620452310718,13.52612510400121,19.557692307692307,145,496,1462,0,5.471976401179941
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,50,109,-0.3710691800561687,0.27604166618742765,19.941176470588236,15.437561455260571,14.151495170339524,19.941176470588236,157,576,1488,1,5.463126843657817
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,27,59,-0.372093018929151,0.21608040146713467,23.323529411764707,15.384615384615385,15.483257918552036,23.323529411764707,122,398,1134,7,5.182849936948298
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,44,74,-0.25423728598103995,0.15051020388965536,23.06153846153846,13.875917278185456,14.774982295889567,23.06153846153846,208,784,2096,2,5.154102735156771
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,37,83,-0.38333333013888893,0.1400233370594827,24.672131147540984,15.21594684385382,15.955231196557921,24.672131147540984,229,855,2040,1,5.206644518272426
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,17,40,-0.40350876485072346,0.13902438990481855,67.61538461538461,6.825938566552901,29.776529272775008,67.61538461538461,60,410,1022,43,4.325369738339021
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,66,109,-0.2457142843102041,0.1802265703602198,26.029850746268657,14.850917431192661,16.35230727098453,26.029850746268657,259,957,2350,11,5.298738532110092
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,37,69,-0.3018867896048416,0.18466898922531536,18.37313432835821,9.910641754670998,11.313510433211682,18.37313432835821,122,574,1618,7,4.701868399675061
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,9,31,-0.5499999862500004,0.1951219502676978,19.470588235294116,16.91842900302115,14.555606895326106,19.470588235294116,56,202,502,1,5.664652567975831
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,65,122,-0.3048128325945838,0.14632237860225164,24.02247191011236,15.38821328344247,15.76427407742193,24.02247191011236,329,1278,2907,1,5.353133769878391
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,50,98,-0.32432432213294377,0.2232277523028239,25.0,7.9375,13.175,25.0,127,663,1976,35,4.53875
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,49,102,-0.35099337515898427,0.16666666648270786,19.77906976744186,12.992357436801882,13.108570881697498,19.77906976744186,221,906,2338,10,5.132275132275132
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,60,120,-0.3333333314814815,0.19189765437964001,24.066666666666666,13.518005540166206,15.033868882733149,24.066666666666666,244,937,2531,11,5.1296398891966755
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,31,55,-0.2790697641968632,0.16475095753879127,23.61904761904762,14.415322580645162,15.213748079877114,23.61904761904762,143,522,1370,8,5.136088709677419
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,84,76,0.049999999687500005,0.1713062096666957,28.03076923076923,16.19099890230516,17.688707253229758,28.03076923076923,295,933,2561,2,5.317782656421515
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,30,56,-0.30232557787993514,0.19724770596961536,25.606060606060606,12.544378698224854,15.260175721714184,25.606060606060606,106,436,1159,3,5.181065088757396
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,38,101,-0.4532374068112417,0.1922544948931473,23.660714285714285,15.471698113207546,15.652964959568733,23.660714285714285,205,723,1920,6,5.2883018867924525
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,15,22,-0.18918918407596802,0.2402597386996121,18.3125,16.38225255972696,13.877901023890786,18.3125,48,154,405,3,5.146757679180888
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,12,33,-0.46666665629629656,0.16605165990386841,22.285714285714285,17.735042735042736,16.00830280830281,22.285714285714285,83,271,685,1,5.4594017094017095
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,37,82,-0.37815125732646004,0.11805555543843695,32.72549019607843,14.799281006590773,19.009908481067683,32.72549019607843,247,1008,2456,2,5.331336129418814
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,85,81,0.02409638539700973,0.17418677841113664,24.231884057971016,17.3444976076555,16.630552666250605,24.231884057971016,290,953,2530,0,5.440191387559809
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,43,62,-0.18095237922902496,0.15173410382697383,24.472727272727273,15.973254086181276,16.17839254356342,24.472727272727273,215,692,2013,5,5.449479940564636
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,32,61,-0.3118279536362586,0.24155844093101703,25.26923076923077,21.61339421613394,18.753049994145886,25.26923076923077,142,383,1055,0,5.9771689497716896
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,13,26,-0.33333332478632505,0.20418848060634304,32.5,15.692307692307692,19.27692307692308,32.5,51,191,505,4,5.578461538461538
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,15,14,0.034482757431629055,0.17575757469237835,22.533333333333335,8.579881656804734,12.445285996055228,22.533333333333335,29,165,445,4,4.760355029585799
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,11,30,-0.4634146228435458,0.2135416655544705,17.695652173913043,12.285012285012286,11.992265783570133,17.695652173913043,50,192,556,5,4.936117936117936
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,7,21,-0.49999998214285774,0.23728813358230397,37.833333333333336,17.62114537444934,22.181791483113074,37.833333333333336,40,118,334,3,5.295154185022026
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,10,30,-0.49999998750000035,0.32786884977156683,20.076923076923077,16.85823754789272,14.774064249926319,20.076923076923077,44,122,365,7,5.160919540229885
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,6,3,0.33333329629630043,0.08737863992836273,22.857142857142858,18.75,16.642857142857146,22.857142857142858,30,103,232,0,5.5375
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,18,67,-0.5764705814532873,0.17206477697962597,23.871794871794872,12.459720730397422,14.53260624087692,23.871794871794872,116,493,1237,0,5.1095596133190115
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,11,38,-0.5510203969179511,0.21212121120293848,29.5,10.38135593220339,15.952542372881357,29.5,49,231,591,3,4.9025423728813555
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,61,105,-0.265060239367107,0.1725571723777992,24.54054054054054,15.693832599118943,16.093749255863795,24.54054054054054,285,958,2572,0,5.204845814977974
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,16,51,-0.522388051904656,0.20807453351529648,18.08823529411765,13.495934959349592,12.633668101386897,18.08823529411765,83,322,823,1,5.149593495934959
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0.0,0.0,8.0,0.0,3.2,8.0,0,6,11,0,5.25
145,https://insights.blackcoffer.com/blockchain-in-fintech/,11,34,-0.5111110997530867,0.12328767089510227,21.441176470588236,13.854595336076816,14.118308722666022,21.441176470588236,101,365,998,2,5.251028806584362
146,https://insights.blackcoffer.com/blockchain-for-payments/,45,70,-0.21739130245746693,0.22862823016177292,18.541666666666668,16.06741573033708,13.8436329588015,18.541666666666668,143,503,1312,9,5.513483146067416
147,https://insights.blackcoffer.com/the-future-of-investing/,47,46,0.01075268805642271,0.150242326090077,22.3265306122449,14.625228519195613,14.780703652576205,22.3265306122449,160,619,1551,2,5.3272394881170015
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,33,61,-0.2978723372566773,0.14573643388257917,17.609375,17.391304347826086,14.000271739130435,17.609375,196,645,1696,2,5.198757763975156
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,39,33,0.08333333217592595,0.2345276865324831,21.807692307692307,21.516754850088184,17.329778863112196,21.807692307692307,122,307,889,0,5.686067019400353
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,37,78,-0.3565217360302458,0.20947176646726454,15.742424242424242,14.82194417709336,12.225747367807042,15.742424242424242,154,549,1512,8,5.128007699711261
